api_key,pin,name,value,date
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.8,2024-05-30 17:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 17:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 17:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.7,2024-05-30 17:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.0,2024-05-30 17:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 17:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 17:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.2,2024-05-30 17:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 17:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 16:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.3,2024-05-30 16:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 16:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 16:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.4,2024-05-30 16:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.1,2024-05-30 16:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.6,2024-05-30 16:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.0,2024-05-30 16:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.5,2024-05-30 16:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-30 16:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.2,2024-05-30 16:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 16:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 15:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.3,2024-05-30 15:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.1,2024-05-30 15:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,27.0,2024-05-30 15:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.9,2024-05-30 15:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 15:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.3,2024-05-30 15:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 15:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.2,2024-05-30 15:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.4,2024-05-30 15:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 15:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-30 15:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.0,2024-05-30 14:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.6,2024-05-30 14:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 14:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 14:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 14:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.7,2024-05-30 14:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 14:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 14:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.9,2024-05-30 14:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 14:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.7,2024-05-30 14:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 14:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 13:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 13:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 13:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.2,2024-05-30 13:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 13:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.5,2024-05-30 13:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.3,2024-05-30 13:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 13:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 13:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 13:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.5,2024-05-30 13:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 13:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 12:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.5,2024-05-30 12:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 12:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 12:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.3,2024-05-30 12:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.4,2024-05-30 12:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 12:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 12:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 12:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 12:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 12:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 12:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.3,2024-05-30 11:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.4,2024-05-30 11:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 11:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 11:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 11:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.2,2024-05-30 11:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.5,2024-05-30 11:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.7,2024-05-30 11:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 11:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 11:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.6,2024-05-30 11:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 11:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.8,2024-05-30 10:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-30 10:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.2,2024-05-30 10:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 10:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 10:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,27.0,2024-05-30 10:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 10:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.3,2024-05-30 10:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.8,2024-05-30 10:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 10:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 10:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 10:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.6,2024-05-30 09:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 09:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 09:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 09:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 09:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 09:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 09:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 09:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 09:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 09:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.8,2024-05-30 09:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.4,2024-05-30 09:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.7,2024-05-30 08:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-30 08:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 08:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.3,2024-05-30 08:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.1,2024-05-30 08:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.3,2024-05-30 08:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,27.0,2024-05-30 08:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 08:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.6,2024-05-30 08:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 08:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 08:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 08:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 07:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 07:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,27.0,2024-05-30 07:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.6,2024-05-30 07:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 07:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,27.0,2024-05-30 07:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 07:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.9,2024-05-30 07:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.5,2024-05-30 07:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 07:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 07:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.4,2024-05-30 07:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 06:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,27.0,2024-05-30 06:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 06:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 06:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.8,2024-05-30 06:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.7,2024-05-30 06:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 06:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.4,2024-05-30 06:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 06:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.0,2024-05-30 06:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-30 06:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.4,2024-05-30 06:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 05:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-30 05:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 05:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 05:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.7,2024-05-30 05:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 05:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.9,2024-05-30 05:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 05:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 05:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 05:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.1,2024-05-30 05:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.6,2024-05-30 05:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 04:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 04:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 04:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 04:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.8,2024-05-30 04:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 04:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 04:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 04:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.1,2024-05-30 04:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 04:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.9,2024-05-30 04:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.1,2024-05-30 04:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-30 03:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.3,2024-05-30 03:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 03:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.8,2024-05-30 03:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-30 03:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.8,2024-05-30 03:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 03:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 03:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 03:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.3,2024-05-30 03:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.0,2024-05-30 03:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.9,2024-05-30 03:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.7,2024-05-30 02:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.7,2024-05-30 02:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 02:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 02:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-30 02:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.1,2024-05-30 02:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 02:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.6,2024-05-30 02:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 02:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-30 02:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.9,2024-05-30 02:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.4,2024-05-30 02:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 01:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 01:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 01:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 01:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.8,2024-05-30 01:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 01:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 01:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 01:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.8,2024-05-30 01:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-30 01:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 01:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.8,2024-05-30 01:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.6,2024-05-30 00:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-30 00:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 00:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-30 00:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.9,2024-05-30 00:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 00:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.2,2024-05-30 00:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-30 00:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-30 00:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 00:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-30 00:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.6,2024-05-30 00:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.9,2024-05-29 23:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.7,2024-05-29 23:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.0,2024-05-29 23:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-29 23:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.2,2024-05-29 23:35:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.7,2024-05-29 23:30:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.7,2024-05-29 23:25:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.4,2024-05-29 23:20:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.4,2024-05-29 23:15:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.3,2024-05-29 23:10:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.2,2024-05-29 23:05:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.5,2024-05-29 23:00:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-29 22:55:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-29 22:50:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.0,2024-05-29 22:45:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,25.2,2024-05-29 22:40:37
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,26.1,2024-05-29 22:35:37
